network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
2607:f0f8::/32,6252001,6252001,,0,0
2607:f100::/32,6252001,6252001,,0,0
2607:f108::/32,6252001,6252001,,0,0
2607:f110::/32,6252001,6252001,,0,0
2607:f118::/32,6251999,6251999,,0,0
2607:f128::/32,6252001,6252001,,0,0
2607:f130::/32,6252001,6252001,,0,0
2607:f138::/32,6252001,6252001,,0,0
2607:f140::/32,6252001,6252001,,0,0
2607:f148::/32,6252001,6252001,,0,0
2607:f150::/32,6252001,6252001,,0,0
2607:f158::/32,6252001,6252001,,0,0
2607:f160::/32,6252001,6252001,,0,0
2607:f168::/32,6252001,6252001,,0,0
2607:f170::/32,6252001,6252001,,0,0
2607:f178::/32,6252001,6252001,,0,0
2607:f180::/31,6252001,6252001,,0,0
2607:f188::/32,6252001,6252001,,0,0
2607:f190::/32,6252001,6252001,,0,0
2607:f198::/32,6252001,6252001,,0,0
2607:f1a0::/32,6252001,6252001,,0,0
2607:f1b0::/32,6252001,6252001,,0,0
2607:f1c0::/32,6252001,6252001,,0,0
2607:f1c8::/32,6252001,6252001,,0,0
2607:f1d0::/32,6252001,6252001,,0,0
2607:f1d8::/32,6252001,6252001,,0,0
2607:f1e0::/32,6252001,6252001,,0,0
2607:f1e8::/32,6252001,6252001,,0,0
2607:f1f0::/32,6251999,6251999,,0,0
2607:f200::/32,6252001,6252001,,0,0
2607:f208::/33,6252001,6252001,,0,0
2607:f208:8000::/34,6252001,6252001,,0,0
2607:f208:c000::/36,6252001,6252001,,0,0
2607:f208:d000::/39,6252001,6252001,,0,0
2607:f208:d200::/43,1880251,6252001,,0,0
2607:f208:d220::/43,6252001,6252001,,0,0
2607:f208:d240::/42,6252001,6252001,,0,0
2607:f208:d280::/41,6252001,6252001,,0,0
2607:f208:d300::/44,6252001,6252001,,0,0
2607:f208:d310::/44,3017382,6252001,,0,0
2607:f208:d320::/43,6252001,6252001,,0,0
2607:f208:d340::/42,6252001,6252001,,0,0
2607:f208:d380::/41,6252001,6252001,,0,0
2607:f208:d400::/38,6252001,6252001,,0,0
2607:f208:d800::/38,6252001,6252001,,0,0
2607:f208:dc00::/39,6252001,6252001,,0,0
2607:f208:de00::/40,6252001,6252001,,0,0
2607:f208:df00::/48,6252001,6252001,,0,0
2607:f208:df01::/48,1880251,6252001,,0,0
2607:f208:df02::/47,6252001,6252001,,0,0
2607:f208:df04::/48,6252001,6252001,,0,0
2607:f208:df05::/48,3017382,6252001,,0,0
2607:f208:df06::/47,6252001,6252001,,0,0
2607:f208:df08::/45,6252001,6252001,,0,0
2607:f208:df10::/44,6252001,6252001,,0,0
2607:f208:df20::/43,6252001,6252001,,0,0
2607:f208:df40::/42,6252001,6252001,,0,0
2607:f208:df80::/41,6252001,6252001,,0,0
2607:f208:e000::/35,6252001,6252001,,0,0
2607:f210::/31,6252001,6252001,,0,0
2607:f212::/32,6252001,6252001,,0,0
2607:f218::/32,6252001,6252001,,0,0
2607:f220::/32,6252001,6252001,,0,0
2607:f228::/32,6251999,6251999,,0,0
2607:f230::/32,6251999,6251999,,0,0
2607:f238::/32,6252001,6252001,,0,0
2607:f240::/32,6252001,6252001,,0,0
2607:f248::/32,6252001,6252001,,0,0
2607:f250::/32,6252001,6252001,,0,0
2607:f258::/32,6252001,6252001,,0,0
2607:f260::/32,6252001,6252001,,0,0
2607:f278::/32,6252001,6252001,,0,0
2607:f280::/31,6252001,6252001,,0,0
2607:f288::/32,6252001,6252001,,0,0
2607:f290::/32,6252001,6252001,,0,0
2607:f298::/32,6252001,6252001,,0,0
2607:f2a8::/32,6252001,6252001,,0,0
2607:f2b0::/31,6252001,6252001,,0,0
2607:f2c0::/32,6251999,6251999,,0,0
2607:f2c8::/32,6252001,6252001,,0,0
2607:f2d0::/32,6252001,6252001,,0,0
2607:f2d8::/32,6252001,6252001,,0,0
2607:f2f8::/32,6252001,6252001,,0,0
2607:f308::/32,6252001,6252001,,0,0
2607:f310::/32,6252001,6252001,,0,0
2607:f318::/32,6252001,6252001,,0,0
2607:f330::/32,6252001,6252001,,0,0
2607:f338::/32,6251999,6251999,,0,0
2607:f340::/32,6252001,6252001,,0,0
2607:f348::/32,6252001,6252001,,0,0
2607:f350::/32,6252001,6252001,,0,0
2607:f358::/45,6252001,6252001,,0,0
2607:f358:8::/64,2658434,6252001,,0,0
2607:f358:8:1::/64,6252001,6252001,,0,0
2607:f358:8:2::/63,6252001,6252001,,0,0
2607:f358:8:4::/62,6252001,6252001,,0,0
2607:f358:8:8::/61,6252001,6252001,,0,0
2607:f358:8:10::/60,6252001,6252001,,0,0
2607:f358:8:20::/59,6252001,6252001,,0,0
2607:f358:8:40::/58,6252001,6252001,,0,0
2607:f358:8:80::/57,6252001,6252001,,0,0
2607:f358:8:100::/56,6252001,6252001,,0,0
2607:f358:8:200::/55,6252001,6252001,,0,0
2607:f358:8:400::/54,6252001,6252001,,0,0
2607:f358:8:800::/53,6252001,6252001,,0,0
2607:f358:8:1000::/52,6252001,6252001,,0,0
2607:f358:8:2000::/51,6252001,6252001,,0,0
2607:f358:8:4000::/50,6252001,6252001,,0,0
2607:f358:8:8000::/49,6252001,6252001,,0,0
2607:f358:9::/48,6252001,6252001,,0,0
2607:f358:a::/47,6252001,6252001,,0,0
2607:f358:c::/46,6252001,6252001,,0,0
2607:f358:10::/45,6252001,6252001,,0,0
2607:f358:18::/46,6252001,6252001,,0,0
2607:f358:1c::/47,6252001,6252001,,0,0
2607:f358:1e::/48,6252001,6252001,,0,0
2607:f358:1f::/48,2921044,6252001,,0,0
2607:f358:20::/54,6252001,6252001,,0,0
2607:f358:20:400::/58,6252001,6252001,,0,0
2607:f358:20:440::/59,6252001,6252001,,0,0
2607:f358:20:460::/62,6252001,6252001,,0,0
2607:f358:20:464::/63,6252001,6252001,,0,0
2607:f358:20:466::/64,6252001,6252001,,0,0
2607:f358:20:467::/67,6252001,6252001,,0,0
2607:f358:20:467:2000::/68,6252001,6252001,,0,0
2607:f358:20:467:3000::/69,6252001,6252001,,0,0
2607:f358:20:467:3800::/71,6252001,6252001,,0,0
2607:f358:20:467:3a00::/72,6252001,6252001,,0,0
2607:f358:20:467:3b00::/73,6252001,6252001,,0,0
2607:f358:20:467:3b80::/77,6252001,6252001,,0,0
2607:f358:20:467:3b88::/78,6252001,6252001,,0,0
2607:f358:20:467:3b8c::/81,6252001,6252001,,0,0
2607:f358:20:467:3b8c:8000::/83,6252001,6252001,,0,0
2607:f358:20:467:3b8c:a000::/85,6252001,6252001,,0,0
2607:f358:20:467:3b8c:a800::/86,6252001,6252001,,0,0
2607:f358:20:467:3b8c:ac00::/87,6252001,6252001,,0,0
2607:f358:20:467:3b8c:ae00::/88,6252001,6252001,,0,0
2607:f358:20:467:3b8c:af00::/89,6252001,6252001,,0,0
2607:f358:20:467:3b8c:af80::/90,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afc0::/91,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afe0::/93,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afe8::/95,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afea::/96,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb::/97,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:8000:0/99,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:a000:0/100,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b000:0/104,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b100:0/105,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b180:0/106,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c0:0/110,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:0/113,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:8000/116,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9000/118,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9400/123,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9420/125,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9428/126,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:942c/128,1694008,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:942d/128,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:942e/127,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9430/124,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9440/122,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9480/121,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9500/120,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9600/119,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:9800/117,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:a000/115,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c4:c000/114,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c5:0/112,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c6:0/111,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1c8:0/109,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1d0:0/108,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b1e0:0/107,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b200:0/103,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b400:0/102,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:b800:0/101,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afeb:c000:0/98,6252001,6252001,,0,0
2607:f358:20:467:3b8c:afec::/94,6252001,6252001,,0,0
2607:f358:20:467:3b8c:aff0::/92,6252001,6252001,,0,0
2607:f358:20:467:3b8c:b000::/84,6252001,6252001,,0,0
2607:f358:20:467:3b8c:c000::/82,6252001,6252001,,0,0
2607:f358:20:467:3b8d::/80,6252001,6252001,,0,0
2607:f358:20:467:3b8e::/79,6252001,6252001,,0,0
2607:f358:20:467:3b90::/76,6252001,6252001,,0,0
2607:f358:20:467:3ba0::/75,6252001,6252001,,0,0
2607:f358:20:467:3bc0::/74,6252001,6252001,,0,0
2607:f358:20:467:3c00::/70,6252001,6252001,,0,0
2607:f358:20:467:4000::/66,6252001,6252001,,0,0
2607:f358:20:467:8000::/65,6252001,6252001,,0,0
2607:f358:20:468::/61,6252001,6252001,,0,0
2607:f358:20:470::/60,6252001,6252001,,0,0
2607:f358:20:480::/57,6252001,6252001,,0,0
2607:f358:20:500::/56,6252001,6252001,,0,0
2607:f358:20:600::/55,6252001,6252001,,0,0
2607:f358:20:800::/53,6252001,6252001,,0,0
2607:f358:20:1000::/52,6252001,6252001,,0,0
2607:f358:20:2000::/51,6252001,6252001,,0,0
2607:f358:20:4000::/50,6252001,6252001,,0,0
2607:f358:20:8000::/49,6252001,6252001,,0,0
2607:f358:21::/48,2921044,6252001,,0,0
2607:f358:22::/47,6252001,6252001,,0,0
2607:f358:24::/46,6252001,6252001,,0,0
2607:f358:28::/45,6252001,6252001,,0,0
2607:f358:30::/44,6252001,6252001,,0,0
2607:f358:40::/42,6252001,6252001,,0,0
2607:f358:80::/41,6252001,6252001,,0,0
2607:f358:100::/40,6252001,6252001,,0,0
2607:f358:200::/39,6252001,6252001,,0,0
2607:f358:400::/38,6252001,6252001,,0,0
2607:f358:800::/37,6252001,6252001,,0,0
2607:f358:1000::/36,6252001,6252001,,0,0
2607:f358:2000::/35,6252001,6252001,,0,0
2607:f358:4000::/34,6252001,6252001,,0,0
2607:f358:8000::/33,6252001,6252001,,0,0
2607:f360::/32,6252001,6252001,,0,0
2607:f368::/32,6252001,6252001,,0,0
2607:f370::/32,6252001,6252001,,0,0
2607:f378::/32,6252001,6252001,,0,0
2607:f380::/32,6252001,6252001,,0,0
2607:f388::/32,6252001,6252001,,0,0
2607:f390::/32,6252001,6252001,,0,0
2607:f398::/32,6252001,6252001,,0,0
2607:f3a0::/32,6252001,6252001,,0,0
2607:f3b0::/32,6252001,6252001,,0,0
2607:f3b8::/32,6252001,6252001,,0,0
2607:f3c0::/32,6252001,6252001,,0,0
2607:f3c8::/32,6252001,6252001,,0,0
2607:f3d0::/32,6252001,6252001,,0,0
2607:f3d8::/32,6251999,6251999,,0,0
2607:f3e0::/32,6251999,6251999,,0,0
2607:f3f0::/32,6252001,6252001,,0,0
2607:f3f8::/32,6252001,6252001,,0,0
2607:f400::/32,6252001,6252001,,0,0
2607:f408::/32,6252001,6252001,,0,0
2607:f420::/32,6252001,6252001,,0,0
2607:f428::/32,6252001,6252001,,0,0
2607:f430::/32,6252001,6252001,,0,0
2607:f438::/32,6252001,6252001,,0,0
2607:f440::/31,6252001,6252001,,0,0
2607:f450::/32,6252001,6252001,,0,0
2607:f458::/32,6252001,6252001,,0,0
2607:f460::/32,6252001,6252001,,0,0
2607:f468::/32,6252001,6252001,,0,0
2607:f470::/32,6252001,6252001,,0,0
2607:f478::/32,6252001,6252001,,0,0
2607:f480::/32,6252001,6252001,,0,0
2607:f488::/32,6252001,6252001,,0,0
2607:f490::/32,6252001,6252001,,0,0
2607:f498::/32,6252001,6252001,,0,0
2607:f4a0::/32,6252001,6252001,,0,0
2607:f4a8::/32,6251999,6251999,,0,0
2607:f4b8::/32,6252001,6252001,,0,0
2607:f4c0::/32,6252001,6252001,,0,0
2607:f4c8::/32,6252001,6252001,,0,0
2607:f4d0::/32,6252001,6252001,,0,0
2607:f4d8::/32,6252001,6252001,,0,0
2607:f4e0::/32,6252001,6252001,,0,0
2607:f4e8::/32,6252001,6252001,,0,0
2607:f4f0::/32,6252001,6252001,,0,0
2607:f4f8::/32,6252001,6252001,,0,0
2607:f500::/32,6252001,6252001,,0,0
2607:f508::/32,6252001,6252001,,0,0
2607:f510::/32,6252001,6252001,,0,0
2607:f518::/32,6252001,6252001,,0,0
2607:f520::/32,6252001,6252001,,0,0
2607:f528::/32,6252001,6252001,,0,0
2607:f530::/32,6251999,6251999,,0,0
2607:f538::/32,6252001,6252001,,0,0
2607:f540::/32,6251999,6251999,,0,0
2607:f548::/32,6252001,6252001,,0,0
2607:f550::/32,6252001,6252001,,0,0
2607:f558::/32,6252001,6252001,,0,0
2607:f560::/32,6252001,6252001,,0,0
2607:f568::/32,6252001,6252001,,0,0
2607:f570::/32,6252001,6252001,,0,0
2607:f578::/32,6252001,6252001,,0,0
2607:f588::/32,6252001,6252001,,0,0
2607:f590::/32,6252001,6252001,,0,0
2607:f598::/32,6252001,6252001,,0,0
2607:f5a0::/32,6252001,6252001,,0,0
2607:f5a8::/32,6252001,6252001,,0,0
2607:f5b0::/29,6252001,6252001,,0,0
2607:f5b8::/32,6252001,6252001,,0,0
2607:f5c0::/32,6252001,6252001,,0,0
2607:f5d0::/32,6252001,6252001,,0,0
2607:f5d8::/32,6252001,6252001,,0,0
2607:f5e0::/32,6252001,6252001,,0,0
2607:f5e8::/32,6252001,6252001,,0,0
2607:f5f0::/32,6252001,6252001,,0,0
2607:f5f8::/32,6252001,6252001,,0,0
2607:f600::/32,6252001,6252001,,0,0
2607:f608::/32,6252001,6252001,,0,0
2607:f610::/36,6252001,6252001,,0,0
2607:f618::/32,6252001,6252001,,0,0
2607:f620::/32,6252001,6252001,,0,0
2607:f628::/32,6252001,6252001,,0,0
2607:f630::/32,6252001,6252001,,0,0
2607:f638::/32,6252001,6252001,,0,0
2607:f640::/32,6252001,6252001,,0,0
2607:f650::/32,6252001,6252001,,0,0
2607:f660::/32,6252001,6252001,,0,0
2607:f668::/32,6252001,6252001,,0,0
2607:f670::/32,6252001,6252001,,0,0
2607:f678::/32,6252001,6252001,,0,0
2607:f680::/32,6252001,6252001,,0,0
2607:f688::/32,6252001,6252001,,0,0
2607:f690::/32,6252001,6252001,,0,0
2607:f698::/31,6251999,6251999,,0,0
2607:f6a0::/32,6252001,6252001,,0,0
2607:f6a8::/32,6252001,6252001,,0,0
2607:f6b0::/32,6252001,6252001,,0,0
2607:f6b8::/32,6252001,6252001,,0,0
2607:f6c0::/32,6251999,6251999,,0,0
2607:f6c8::/32,6252001,6252001,,0,0
2607:f6d0::/32,6252001,6252001,,0,0
2607:f6d8::/32,6252001,6252001,,0,0
2607:f6e0::/32,6252001,6252001,,0,0
2607:f6e8::/32,6252001,6252001,,0,0
2607:f6f0::/32,6252001,6252001,,0,0
2607:f6f8::/32,6252001,6252001,,0,0
2607:f700::/32,6252001,6252001,,0,0
2607:f708::/32,6252001,6252001,,0,0
2607:f710::/32,6252001,6252001,,0,0
2607:f718::/32,6252001,6252001,,0,0
2607:f720::/32,6252001,6252001,,0,0
2607:f728::/32,6252001,6252001,,0,0
2607:f738::/32,6252001,6252001,,0,0
2607:f740::/48,6252001,6252001,,0,0
2607:f740:1::/48,3469034,6252001,,0,0
2607:f740:2::/47,6252001,6252001,,0,0
2607:f740:4::/46,6252001,6252001,,0,0
2607:f740:8::/46,6252001,6252001,,0,0
2607:f740:c::/48,6252001,6252001,,0,0
2607:f740:d::/48,2750405,6252001,,0,0
2607:f740:e::/47,6252001,6252001,,0,0
2607:f740:10::/48,1269750,6252001,,0,0
2607:f740:11::/48,6252001,6252001,,0,0
2607:f740:12::/47,6252001,6252001,,0,0
2607:f740:14::/46,6252001,6252001,,0,0
2607:f740:18::/45,6252001,6252001,,0,0
2607:f740:20::/47,6252001,6252001,,0,0
2607:f740:22::/48,953987,6252001,,0,0
2607:f740:23::/48,6252001,6252001,,0,0
2607:f740:24::/46,6252001,6252001,,0,0
2607:f740:28::/45,6252001,6252001,,0,0
2607:f740:30::/44,6252001,6252001,,0,0
2607:f740:40::/44,6252001,6252001,,0,0
2607:f740:50::/48,6251999,6252001,,0,0
2607:f740:51::/48,6252001,6252001,,0,0
2607:f740:52::/47,6252001,6252001,,0,0
2607:f740:54::/47,6252001,6252001,,0,0
2607:f740:56::/48,3895114,6252001,,0,0
2607:f740:57::/48,6252001,6252001,,0,0
2607:f740:58::/45,6252001,6252001,,0,0
2607:f740:60::/43,6252001,6252001,,0,0
2607:f740:80::/41,6252001,6252001,,0,0
2607:f740:100::/40,6252001,6252001,,0,0
2607:f740:200::/39,6252001,6252001,,0,0
2607:f740:400::/38,6252001,6252001,,0,0
2607:f740:800::/37,6252001,6252001,,0,0
2607:f740:1000::/36,6252001,6252001,,0,0
2607:f740:2000::/35,6252001,6252001,,0,0
2607:f740:4000::/34,6252001,6252001,,0,0
2607:f740:8000::/33,6252001,6252001,,0,0
2607:f748::/32,6251999,6251999,,0,0
2607:f750::/32,6252001,6252001,,0,0
2607:f758::/32,6252001,6252001,,0,0
2607:f760::/32,6252001,6252001,,0,0
2607:f768::/32,6252001,6252001,,0,0
2607:f770::/32,6252001,6252001,,0,0
2607:f778::/32,6252001,6252001,,0,0
2607:f788::/32,6252001,6252001,,0,0
2607:f790::/32,6252001,6252001,,0,0
2607:f798::/32,6251999,6251999,,0,0
2607:f7a0::/45,6252001,6252001,,0,0
2607:f7a0:8::/46,6252001,6252001,,0,0
2607:f7a0:c::/48,6252001,6252001,,0,0
2607:f7a0:d::/48,6251999,6252001,,0,0
2607:f7a0:e::/48,6252001,6252001,,0,0
2607:f7a0:f::/48,6251999,6252001,,0,0
2607:f7a0:10::/48,1861060,6252001,,0,0
2607:f7a0:11::/48,2077456,6252001,,0,0
2607:f7a0:12::/48,6252001,6252001,,0,0
2607:f7a0:13::/48,2750405,6252001,,0,0
2607:f7a0:14::/48,2635167,6252001,,0,0
2607:f7a0:15::/48,6252001,6252001,,0,0
2607:f7a0:16::/48,6252001,6252001,,0,0
2607:f7a0:17::/48,6251999,6252001,,0,0
2607:f7a0:18::/47,6252001,6252001,,0,0
2607:f7a0:1a::/48,2921044,6252001,,0,0
2607:f7a0:1b::/48,6252001,6252001,,0,0
2607:f7a0:1c::/46,6252001,6252001,,0,0
2607:f7a0:20::/43,6252001,6252001,,0,0
2607:f7a0:40::/42,6252001,6252001,,0,0
2607:f7a0:80::/41,6252001,6252001,,0,0
2607:f7a0:100::/40,6252001,6252001,,0,0
2607:f7a0:200::/39,6252001,6252001,,0,0
2607:f7a0:400::/38,6252001,6252001,,0,0
2607:f7a0:800::/37,6252001,6252001,,0,0
2607:f7a0:1000::/36,6252001,6252001,,0,0
2607:f7a0:2000::/35,6252001,6252001,,0,0
2607:f7a0:4000::/34,6252001,6252001,,0,0
2607:f7a0:8000::/33,6252001,6252001,,0,0
2607:f7a8::/32,6252001,6252001,,0,0
2607:f7b0::/32,6252001,6252001,,0,0
2607:f7b8::/32,6252001,6252001,,0,0
2607:f7c0::/32,6252001,6252001,,0,0
2607:f7c8::/32,6252001,6252001,,0,0
2607:f7d0::/32,6252001,6252001,,0,0
2607:f7d8::/32,6252001,6252001,,0,0
2607:f7e0::/32,6252001,6252001,,0,0
2607:f7e8::/32,6252001,6252001,,0,0
2607:f7f0::/32,6252001,6252001,,0,0
2607:f7f8::/32,6252001,6252001,,0,0
2607:f800::/32,6251999,6251999,,0,0
2607:f808::/32,6252001,6252001,,0,0
2607:f810::/32,6252001,6252001,,0,0
2607:f818::/32,6252001,6252001,,0,0
2607:f820::/32,6252001,6252001,,0,0
2607:f828::/32,6252001,6252001,,0,0
2607:f830::/32,6252001,6252001,,0,0
2607:f838::/32,4796775,4796775,,0,0
2607:f848::/32,6252001,6252001,,0,0
2607:f858::/32,6252001,6252001,,0,0
2607:f860::/32,6252001,6252001,,0,0
2607:f868::/32,6252001,6252001,,0,0
2607:f870::/32,4566966,4566966,,0,0
2607:f880::/32,6252001,6252001,,0,0
2607:f888::/32,6252001,6252001,,0,0
2607:f890::/32,6251999,6251999,,0,0
2607:f898::/32,6252001,6252001,,0,0
2607:f8a8::/32,6252001,6252001,,0,0
2607:f8b0::/34,6252001,6252001,,0,0
2607:f8b0:4000::/43,6252001,6252001,,0,0
2607:f8b0:4020::/48,6251999,6252001,,0,0
2607:f8b0:4021::/48,6252001,6252001,,0,0
2607:f8b0:4022::/48,6252001,6252001,,0,0
2607:f8b0:4023::/52,6252001,6252001,,0,0
2607:f8b0:4023:1000::/53,6252001,6252001,,0,0
2607:f8b0:4023:1800::/53,6251999,6252001,,0,0
2607:f8b0:4023:2000::/51,6252001,6252001,,0,0
2607:f8b0:4023:4000::/50,6252001,6252001,,0,0
2607:f8b0:4023:8000::/49,6252001,6252001,,0,0
2607:f8b0:4024::/46,6252001,6252001,,0,0
2607:f8b0:4028::/45,6252001,6252001,,0,0
2607:f8b0:4030::/44,6252001,6252001,,0,0
2607:f8b0:4040::/42,6252001,6252001,,0,0
2607:f8b0:4080::/41,6252001,6252001,,0,0
2607:f8b0:4100::/40,6252001,6252001,,0,0
2607:f8b0:4200::/39,6252001,6252001,,0,0
2607:f8b0:4400::/38,6252001,6252001,,0,0
2607:f8b0:4800::/37,6252001,6252001,,0,0
2607:f8b0:5000::/36,6252001,6252001,,0,0
2607:f8b0:6000::/35,6252001,6252001,,0,0
2607:f8b0:8000::/33,6252001,6252001,,0,0
2607:f8b8::/32,6252001,6252001,,0,0
2607:f8c0::/32,6252001,6252001,,0,0
2607:f8c8::/32,6252001,6252001,,0,0
2607:f8d0::/32,6252001,6252001,,0,0
2607:f8d8::/32,6252001,6252001,,0,0
2607:f8e0::/32,6252001,6252001,,0,0
2607:f8e8::/32,6252001,6252001,,0,0
2607:f8f0::/32,6251999,6251999,,0,0
2607:f8f8::/39,6252001,6252001,,0,0
2607:f8f8:200::/47,6252001,6252001,,0,0
2607:f8f8:202::/51,6252001,6252001,,0,0
2607:f8f8:202:2000::/53,6252001,6252001,,0,0
2607:f8f8:202:2800::/55,6252001,6252001,,0,0
2607:f8f8:202:2a00::/64,1643084,6252001,,0,0
2607:f8f8:202:2a01::/64,6252001,6252001,,0,0
2607:f8f8:202:2a02::/63,6252001,6252001,,0,0
2607:f8f8:202:2a04::/62,6252001,6252001,,0,0
2607:f8f8:202:2a08::/61,6252001,6252001,,0,0
2607:f8f8:202:2a10::/60,6252001,6252001,,0,0
2607:f8f8:202:2a20::/59,6252001,6252001,,0,0
2607:f8f8:202:2a40::/58,6252001,6252001,,0,0
2607:f8f8:202:2a80::/57,6252001,6252001,,0,0
2607:f8f8:202:2b00::/56,6252001,6252001,,0,0
2607:f8f8:202:2c00::/54,6252001,6252001,,0,0
2607:f8f8:202:3000::/52,6252001,6252001,,0,0
2607:f8f8:202:4000::/50,6252001,6252001,,0,0
2607:f8f8:202:8000::/49,6252001,6252001,,0,0
2607:f8f8:203::/48,6252001,6252001,,0,0
2607:f8f8:204::/46,6252001,6252001,,0,0
2607:f8f8:208::/45,6252001,6252001,,0,0
2607:f8f8:210::/44,6252001,6252001,,0,0
2607:f8f8:220::/43,6252001,6252001,,0,0
2607:f8f8:240::/42,6252001,6252001,,0,0
2607:f8f8:280::/41,6252001,6252001,,0,0
2607:f8f8:300::/40,6252001,6252001,,0,0
2607:f8f8:400::/38,6252001,6252001,,0,0
2607:f8f8:800::/37,6252001,6252001,,0,0
2607:f8f8:1000::/36,6252001,6252001,,0,0
2607:f8f8:2000::/35,6252001,6252001,,0,0
2607:f8f8:4000::/34,6252001,6252001,,0,0
2607:f8f8:8000::/33,6252001,6252001,,0,0
2607:f900::/32,6252001,6252001,,0,0
2607:f908::/32,6252001,6252001,,0,0
2607:f910::/32,6252001,6252001,,0,0
2607:f920::/32,6252001,6252001,,0,0
2607:f928::/32,6252001,6252001,,0,0
2607:f930::/32,6252001,6252001,,0,0
2607:f938::/32,6251999,6251999,,0,0
2607:f948::/32,6252001,6252001,,0,0
2607:f950::/32,6252001,6252001,,0,0
2607:f960::/32,6252001,6252001,,0,0
2607:f978::/32,6252001,6252001,,0,0
2607:f980::/32,6252001,6252001,,0,0
2607:f990::/32,6251999,6251999,,0,0
2607:f998::/32,6252001,6252001,,0,0
2607:f9a0::/32,6252001,6252001,,0,0
2607:f9a8::/32,6252001,6252001,,0,0
2607:f9b0::/32,6252001,6252001,,0,0
2607:f9b8::/32,6252001,6252001,,0,0
2607:f9c0::/32,6252001,6252001,,0,0
2607:f9c8::/32,6252001,6252001,,0,0
2607:f9d0::/32,6252001,6252001,,0,0
2607:f9d8::/32,6252001,6252001,,0,0
2607:f9e0::/36,6252001,6252001,,0,0
2607:f9f0::/31,6252001,6252001,,0,0
2607:fa00::/32,6252001,6252001,,0,0
2607:fa08::/32,6252001,6252001,,0,0
2607:fa10::/32,6252001,6252001,,0,0
2607:fa18::/32,6252001,6252001,,0,0
2607:fa20::/32,6252001,6252001,,0,0
2607:fa28::/32,6252001,6252001,,0,0
2607:fa38::/32,6252001,6252001,,0,0
2607:fa40::/32,6252001,6252001,,0,0
2607:fa48::/29,6251999,6251999,,0,0
2607:fa58::/32,6252001,6252001,,0,0
2607:fa60::/32,6252001,6252001,,0,0
2607:fa68::/32,6252001,6252001,,0,0
2607:fa70::/32,6252001,6252001,,0,0
2607:fa78::/32,6252001,6252001,,0,0
2607:fa88::/32,6252001,6252001,,0,0
2607:fa90::/32,6252001,6252001,,0,0
2607:fa98::/32,6252001,6252001,,0,0
2607:faa0::/32,6252001,6252001,,0,0
2607:faa8::/32,6252001,6252001,,0,0
2607:fab0::/32,6252001,6252001,,0,0
2607:fab8::/32,6252001,6252001,,0,0
2607:fac0::/32,6252001,6252001,,0,0
2607:fac8::/36,6252001,6252001,,0,0
2607:fad0::/32,6252001,6252001,,0,0
2607:fad8::/32,6251999,6251999,,0,0
2607:fae0::/32,6252001,6252001,,0,0
2607:fae8::/32,6252001,6252001,,0,0
